Area,County,CancerType,Year,Sex,AgeAdjustedRate,CaseCount,Population
'Colorado','Denver County','Lung and Bronchus','2013-2017','Male and Female','42.1','1296','3400105'
'Colorado','Douglas County','Lung and Bronchus','2013-2017','Male and Female','35.8','477','1606526'
'Colorado','Costilla County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','18152'
'Colorado','Chaffee County','Lung and Bronchus','2013-2017','Male and Female','33.5','55','94151'
'Colorado','Cheyenne County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','9260'
'Colorado','Conejos County','Lung and Bronchus','2013-2017','Male and Female','Data Suppressed','Data Suppressed','40712'
'Connecticut','Fairfield County','Lung and Bronchus','2013-2017','Male and Female','51.4','2912','4717906'
'Connecticut','Tolland County','Lung and Bronchus','2013-2017','Male and Female','53.1','477','757205'
'Connecticut','Hartford County','Lung and Bronchus','2013-2017','Male and Female','58.4','3343','4478676'
'Connecticut','Middlesex County','Lung and Bronchus','2013-2017','Male and Female','64.4','765','819315'
'Connecticut','Litchfield County','Lung and Bronchus','2013-2017','Male and Female','61.7','850','920928'
'Connecticut','Windham County','Lung and Bronchus','2013-2017','Male and Female','75.0','540','583168'
'Connecticut','New Haven County','Lung and Bronchus','2013-2017','Male and Female','64.8','3542','4301962'
'Connecticut','New London County','Lung and Bronchus','2013-2017','Male and Female','65.7','1176','1350601'
'Delaware','New Castle County','Lung and Bronchus','2013-2017','Male and Female','64.4','2051','2764714'
'Delaware','Sussex County','Lung and Bronchus','2013-2017','Male and Female','67.6','1303','1074638'
'Delaware','Kent County','Lung and Bronchus','2013-2017','Male and Female','74.5','799','864589'
'Florida','Collier County','Lung and Bronchus','2013-2017','Male and Female','34.3','1276','1780188'
'Florida','Miami-Dade County','Lung and Bronchus','2013-2017','Male and Female','42.8','7008','13451637'
'Florida','Broward County','Lung and Bronchus','2013-2017','Male and Female','47.3','5541','9431548'
'Florida','Orange County','Lung and Bronchus','2013-2017','Male and Female','49.3','2938','6452965'
'Florida','Palm Beach County','Lung and Bronchus','2013-2017','Male and Female','49.5','5993','7122162'
'Florida','Walton County','Lung and Bronchus','2013-2017','Male and Female','62.6','295','317102'
'Florida','Charlotte County','Lung and Bronchus','2013-2017','Male and Female','60.3','1300','864465'
'Florida','Gadsden County','Lung and Bronchus','2013-2017','Male and Female','63.1','191','230283'
'Florida','Sarasota County','Lung and Bronchus','2013-2017','Male and Female','55.7','2605','2024000'
'Florida','Osceola County','Lung and Bronchus','2013-2017','Male and Female','51.2','847','1624410'
'Florida','St. Lucie County','Lung and Bronchus','2013-2017','Male and Female','61.5','1512','1492195'
'Florida','Glades County','Lung and Bronchus','2013-2017','Male and Female','55.3','67','65763'
'Florida','Hendry County','Lung and Bronchus','2013-2017','Male and Female','52.8','111','196911'
'Florida','DeSoto County','Lung and Bronchus','2013-2017','Male and Female','61.5','163','179412'
'Florida','Leon County','Lung and Bronchus','2013-2017','Male and Female','50.1','687','1429899'
'Florida','Washington County','Lung and Bronchus','2013-2017','Male and Female','78.1','125','122453'
'Florida','Wakulla County','Lung and Bronchus','2013-2017','Male and Female','78.7','139','157925'
'Florida','Volusia County','Lung and Bronchus','2013-2017','Male and Female','69.8','3079','2591105'
'Florida','Taylor County','Lung and Bronchus','2013-2017','Male and Female','82.3','132','111737'
'Florida','Suwannee County','Lung and Bronchus','2013-2017','Male and Female','86.2','273','219012'
'Florida','Calhoun County','Lung and Bronchus','2013-2017','Male and Female','84.4','83','72210'
'Florida','Bay County','Lung and Bronchus','2013-2017','Male and Female','79.3','923','901728'
'Florida','Clay County','Lung and Bronchus','2013-2017','Male and Female','77.4','917','1016027'
'Florida','Bradford County','Lung and Bronchus','2013-2017','Male and Female','73.0','133','133968'
'Florida','Citrus County','Lung and Bronchus','2013-2017','Male and Female','71.3','1141','706336'
'Florida','Dixie County','Lung and Bronchus','2013-2017','Male and Female','88.7','122','81570'
'Florida','Holmes County','Lung and Bronchus','2013-2017','Male and Female','57.5','83','97268'
'Florida','Hillsborough County','Lung and Bronchus','2013-2017','Male and Female','59.8','4410','6751349'
'Florida','Lee County','Lung and Bronchus','2013-2017','Male and Female','52.3','3422','3498703'
'Florida','Flagler County','Lung and Bronchus','2013-2017','Male and Female','65.3','676','523446'
'Florida','Manatee County','Lung and Bronchus','2013-2017','Male and Female','54.4','1795','1816344'
'Florida','Jefferson County','Lung and Bronchus','2013-2017','Male and Female','50.6','58','70445'
'Florida','Monroe County','Lung and Bronchus','2013-2017','Male and Female','53.1','323','382432'
'Florida','Sumter County','Lung and Bronchus','2013-2017','Male and Female','54.1','939','583151'
'Florida','Martin County','Lung and Bronchus','2013-2017','Male and Female','52.4','871','778139'
'Florida','Union County','Lung and Bronchus','2013-2017','Male and Female','196.3','191','76417'
'Florida','Columbia County','Lung and Bronchus','2013-2017','Male and Female','90.0','422','342438'
'Florida','Escambia County','Lung and Bronchus','2013-2017','Male and Female','78.7','1515','1548755'
'Florida','Polk County','Lung and Bronchus','2013-2017','Male and Female','66.2','3151','3258056'
'Florida','Highlands County','Lung and Bronchus','2013-2017','Male and Female','66.4','719','503167'
'Florida','Nassau County','Lung and Bronchus','2013-2017','Male and Female','75.0','468','392440'
'Florida','Putnam County','Lung and Bronchus','2013-2017','Male and Female','90.8','533','362028'
'Florida','Baker County','Lung and Bronchus','2013-2017','Male and Female','73.7','113','137572'
'Florida','Hardee County','Lung and Bronchus','2013-2017','Male and Female','67.4','106','136216'
'Florida','Brevard County','Lung and Bronchus','2013-2017','Male and Female','68.1','3292','2837483'
'Florida','Lafayette County','Lung and Bronchus','2013-2017','Male and Female','99.1','49','43811'
'Florida','Liberty County','Lung and Bronchus','2013-2017','Male and Female','72.2','34','41724'
'Florida','Lake County','Lung and Bronchus','2013-2017','Male and Female','65.6','1936','1628316'
'Florida','Madison County','Lung and Bronchus','2013-2017','Male and Female','66.7','88','92601'
'Florida','Alachua County','Lung and Bronchus','2013-2017','Male and Female','59.6','795','1298281'
'Florida','Hamilton County','Lung and Bronchus','2013-2017','Male and Female','85.8','78','71374'
'Florida','Okeechobee County','Lung and Bronchus','2013-2017','Male and Female','84.7','243','200812'
'Florida','Gilchrist County','Lung and Bronchus','2013-2017','Male and Female','65.2','85','86772'
'Florida','Seminole County','Lung and Bronchus','2013-2017','Male and Female','54.8','1445','2243131'
'Florida','Jackson County','Lung and Bronchus','2013-2017','Male and Female','57.4','197','242933'
'Florida','Indian River County','Lung and Bronchus','2013-2017','Male and Female','66.5','1023','739422'
'Florida','Levy County','Lung and Bronchus','2013-2017','Male and Female','89.2','305','198473'
'Florida','Pasco County','Lung and Bronchus','2013-2017','Male and Female','72.8','2911','2487722'
'Florida','Santa Rosa County','Lung and Bronchus','2013-2017','Male and Female','69.1','696','833250'
'Florida','Gulf County','Lung and Bronchus','2013-2017','Male and Female','70.6','84','79992'
'Florida','Okaloosa County','Lung and Bronchus','2013-2017','Male and Female','67.1','803','989113'
'Florida','St. Johns County','Lung and Bronchus','2013-2017','Male and Female','62.0','992','1132702'
'Florida','Pinellas County','Lung and Bronchus','2013-2017','Male and Female','64.3','5260','4742582'
'Florida','Duval County','Lung and Bronchus','2013-2017','Male and Female','72.7','3611','4556940'
'Florida','Marion County','Lung and Bronchus','2013-2017','Male and Female','73.7','2381','1716993'
'Florida','Franklin County','Lung and Bronchus','2013-2017','Male and Female','70.6','64','58467'
'Florida','Hernando County','Lung and Bronchus','2013-2017','Male and Female','74.2','1257','896268'
'Georgia','Fayette County','Lung and Bronchus','2013-2017','Male and Female','44.1','318','551448'
'Georgia','Macon County','Lung and Bronchus','2013-2017','Male and Female','46.4','46','68231'
'Georgia','Oconee County','Lung and Bronchus','2013-2017','Male and Female','50.0','101','179887'
'Georgia','DeKalb County','Lung and Bronchus','2013-2017','Male and Female','46.6','1602','3677115'
'Georgia','Gwinnett County','Lung and Bronchus','2013-2017','Male and Female','48.2','1645','4437466'
'Georgia','Union County','Lung and Bronchus','2013-2017','Male and Female','58.5','145','111291'
'Georgia','Rockdale County','Lung and Bronchus','2013-2017','Male and Female','54.5','257','440961'
'Georgia','Stewart County','Lung and Bronchus','2013-2017','Male and Female','56.2','20','29568'
'Georgia','Talbot County','Lung and Bronchus','2013-2017','Male and Female','54.2','32','32155'
'Georgia','Pulaski County','Lung and Bronchus','2013-2017','Male and Female','54.9','48','56973'
'Georgia','Morgan County','Lung and Bronchus','2013-2017','Male and Female','55.0','71','90001'
'Georgia','Meriwether County','Lung and Bronchus','2013-2017','Male and Female','59.4','94','105720'
'Georgia','Long County','Lung and Bronchus','2013-2017','Male and Female','59.5','40','88249'
'Georgia','Dooly County','Lung and Bronchus','2013-2017','Male and Female','51.1','51','70189'
'Georgia','Schley County','Lung and Bronchus','2013-2017','Male and Female','47.9','16','25913'
'Georgia','Banks County','Lung and Bronchus','2013-2017','Male and Female','60.7','73','91777'
'Georgia','Washington County','Lung and Bronchus','2013-2017','Male and Female','67.4','89','102495'
'Georgia','Wheeler County','Lung and Bronchus','2013-2017','Male and Female','64.0','29','39740'
'Georgia','Whitfield County','Lung and Bronchus','2013-2017','Male and Female','67.7','375','517942'
'Georgia','Wilkes County','Lung and Bronchus','2013-2017','Male and Female','61.8','50','49459'
'Georgia','Sumter County','Lung and Bronchus','2013-2017','Male and Female','68.3','126','153366'
'Georgia','Tattnall County','Lung and Bronchus','2013-2017','Male and Female','60.4','87','127023'
'Georgia','Rabun County','Lung and Bronchus','2013-2017','Male and Female','65.6','98','81609'
'Georgia','Marion County','Lung and Bronchus','2013-2017','Male and Female','62.9','39','42648'
'Georgia','Muscogee County','Lung and Bronchus','2013-2017','Male and Female','65.2','652','992388'
'Georgia','Jenkins County','Lung and Bronchus','2013-2017','Male and Female','66.4','39','44654'
'Georgia','Cherokee County','Lung and Bronchus','2013-2017','Male and Female','58.1','693','1179737'
'Georgia','Early County','Lung and Bronchus','2013-2017','Male and Female','59.1','45','52032'
'Georgia','Columbia County','Lung and Bronchus','2013-2017','Male and Female','56.8','398','718360'
'Georgia','Clarke County','Lung and Bronchus','2013-2017','Male and Female','52.7','259','616584'
'Georgia','Cobb County','Lung and Bronchus','2013-2017','Male and Female','54.4','1799','3684584'
'Georgia','Fulton County','Lung and Bronchus','2013-2017','Male and Female','51.0','2329','5040957'
'Georgia','Hancock County','Lung and Bronchus','2013-2017','Male and Female','51.9','37','43284'
'Georgia','Forsyth County','Lung and Bronchus','2013-2017','Male and Female','52.9','501','1056638'
'Georgia','Telfair County','Lung and Bronchus','2013-2017','Male and Female','50.5','55','81334'
'Georgia','Bacon County','Lung and Bronchus','2013-2017','Male and Female','77.1','51','56122'
'Georgia','Baldwin County','Lung and Bronchus','2013-2017','Male and Female','76.9','202','227788'
'Georgia','Bleckley County','Lung and Bronchus','2013-2017','Male and Female','77.5','63','63779'
'Georgia','Bibb County','Lung and Bronchus','2013-2017','Male and Female','71.4','648','769389'
'Georgia','Berrien County','Lung and Bronchus','2013-2017','Male and Female','81.4','101','94934'
'Georgia','Atkinson County','Lung and Bronchus','2013-2017','Male and Female','75.5','34','41295'
'Georgia','Ben Hill County','Lung and Bronchus','2013-2017','Male and Female','79.1','86','86410'
'Georgia','Appling County','Lung and Bronchus','2013-2017','Male and Female','72.7','88','92136'
'Georgia','Bartow County','Lung and Bronchus','2013-2017','Male and Female','80.7','458','512662'
'Georgia','Troup County','Lung and Bronchus','2013-2017','Male and Female','75.1','291','347640'
'Georgia','Towns County','Lung and Bronchus','2013-2017','Male and Female','72.2','85','56023'
'Georgia','Treutlen County','Lung and Bronchus','2013-2017','Male and Female','73.0','33','33762'
'Georgia','Walton County','Lung and Bronchus','2013-2017','Male and Female','68.4','358','443196'
'Georgia','Toombs County','Lung and Bronchus','2013-2017','Male and Female','77.2','128','135552'
'Georgia','Wayne County','Lung and Bronchus','2013-2017','Male and Female','76.2','135','149021'
'Georgia','Upson County','Lung and Bronchus','2013-2017','Male and Female','78.6','146','131298'
'Georgia','Warren County','Lung and Bronchus','2013-2017','Male and Female','81.4','35','27002'
'Georgia','Wilcox County','Lung and Bronchus','2013-2017','Male and Female','79.7','45','44439'
